Wavelength,Eddington_Flux
-1.3207184523438424,-0.9214312598288903
-1.2963187475984697,-0.916084388172858
-1.2713480828105626,-0.8829657849200848
-1.2457931111330927,-0.6668380426067445
-1.2196401497306721,2.944722307229055
-1.1928752145370314,2.68035222296076
-1.1654839854974928,2.435155860736069
-1.1374517833974984,2.2077792124409306
-1.1087636393773304,1.9969408061102616
-1.0794041906599519,1.801407527211624
-1.0493577384799473,1.620429835539026
-1.0186081901545527,1.4529511211891815
-0.987139105426885,1.2968726715853134
-0.9549336385368539,1.1518995063882889
-0.92197457297865,1.0212643199704023
-0.8882442635716974,0.8987483464935523
-0.8537246596322229,0.7838172363270156
-0.8183972933874958,0.676146994672073
-0.7822432799758284,0.5753701050406251
-0.7452432479317281,0.4810997079715147
-0.7073774202865148,0.392934436773791
-0.6686255450535528,0.3104946856011938
-0.6289668604707823,0.23340568435072695
-0.5883801645155471,0.1613071701491879
-0.5468437453897967,0.09385822309643188
-0.5043353699342769,0.030744519880268474
-0.46083230680011816,-0.028336173453331073
-0.4163112569340292,-0.08365949427044153
-0.3707484230931038,-0.13547931909244715
-0.3241194287442135,-0.18403743508257117
-0.2763993064781683,-0.22955386855934684
-0.22756253276718508,-0.2722317207398816
-0.17758297003578993,-0.31225958561148964
-0.1264339014182967,-0.34981396780332386
-0.07408793807234974,-0.38505202897147944
-0.020517077107942552,-0.41812851290041925
0.03430734475583085,-0.44917882040154816
0.09041465119070644,-0.4783359344146391
0.14783487260253805,-0.5057159127780393
0.20659872295962883,-0.5314323954584635
0.2667376577218087,-0.5555869330644655
0.328283839082986,-0.578278658332967
0.3912701939001755,-0.5995994503859926
0.4557304368651373,-0.6196290989874061
0.5216990473326987,-0.6384473939010712
0.589211315664071,-0.6561317070192192
0.6583033779841703,-0.6727473208759206
0.7290121930100569,-0.6883609687282247
0.801375599979954,-0.7030316466439583
0.8754323070674579,-0.7168164163936419
0.9512219377246971,-0.7297687129403478
1.0287850538540206,-0.7419381026525369
1.1081631326363195,-0.7533712504527111
1.1893986708033235,-0.7641124033917406
1.2725351151227429,-0.7742026652873729
1.3576169550847157,-0.7836804802985609
1.4446897113159887,-0.7925823582869511
1.5337999703373548,-0.800942391242558
1.6249954077352442,-0.8087927368580903
1.7183248113333327,-0.8161633767417875
1.8138381275357902,-0.8230825999917473
1.9115864613272604,-0.8302073423304466
2.0116220994444314,-0.8304058495914527
2.1139985798909424,-0.8192879922521217
-1.3207184509865721,2.8141759725307716
-1.2963187456760255,2.7313986105221812
-1.271348085143614,2.542040781922767
-1.245793113125754,2.321707629160223
-1.2196401543482283,2.099473116173214
-1.1928752171626245,1.9013545898306918
-1.1654839803640933,1.6940902801299813
-1.137451787918437,1.502381824755172
-1.1087636436892034,1.3251140799459253
-1.0794041956189777,1.1612120150268035
-1.0493577357293968,1.0097048933431212
-1.0186081895753198,0.8696781365590603
-0.9871391030625862,0.7402893698916304
-0.9549336398115593,0.6207523768767055
-0.9219745706113199,0.510337099369026
-0.8882442576009637,0.40836963754220107
-0.8537246569060358,0.3142081820377594
-0.8183972975469371,0.22728312705006062
-0.7822432761660136,0.14704893462440533
-0.745243251754645,0.07300820250797939
-0.7073774245616523,0.004685991775515667
-0.6686255413661784,-0.05834450079636761
-0.628966861203835,-0.11648360379501585
-0.5883801685489505,-0.17010196212494444
-0.5468437469500538,-0.21954214153123855
-0.5043353737569857,-0.26512344216973577
-0.46083230166572065,-0.3071386895602362
-0.4163112613548217,-0.3458614549417889
-0.370748427211581,-0.381544450749292
-0.32411942260491117,-0.41442033287518865
-0.27639930143018815,-0.44470490971626525
-0.22756252701764335,-0.472598746697043
-0.17758297213235696,-0.4986850880720312
-0.12643389788264556,-0.5229535044391557
-0.07408793262845434,-0.543598104716022
-0.020517071981361632,-0.559632909275681
0.03430734492350412,-0.5739516760631336
0.09041465388260142,-0.5885728955107647
0.14783487353334954,-0.6035158218993278
0.2065987290821799,-0.6181611091979022
0.2667376549409979,-0.6320779428746133
0.32828383427394103,-0.6450352715604115
0.3912701937244987,-0.6570643834615245
0.4557304324164531,-0.6681628717928567
0.5216990430455162,-0.6782400809825243
0.5892113171522124,-0.68767628307542
0.658303379395766,-0.6963326867977767
0.7290121954634384,-0.7042734730854386
0.8013755984350616,-0.711556244328331
0.8754323046017317,-0.7182357147742613
0.9512219371938876,-0.7243608223868142
1.0287850501093596,-0.7299771356304398
1.1081631358227353,-0.7351262116611001
1.1893986702050372,-0.739846639266473
1.2725351177966147,-0.7441735575089344
1.3576169555352138,-0.7481394579872566
1.4446897096663083,-0.7517740243842682
1.533799966288891,-0.7551217019980447
1.6249954029928975,-0.7581975733485091
1.7183248125872768,-0.7609981084841911
1.8138381321009496,-0.7635274791659183
1.911586461237973,-0.7658124007082391
2.0116221019243166,-0.7678844822220576
2.113998576763015,-0.7697849599586556
-1.3207184503892537,3.2318214781153722
-1.2963187445415911,2.905644965424258
-1.2713480858739463,2.6021897018743787
-1.2457931141511682,2.3215040648594596
-1.2196401553654599,2.0629752740617384
-1.1928752175367492,1.825522901026867
-1.1654839805135762,1.607792378737156
-1.1374517881737731,1.4083323853877032
-1.1087636430249357,1.2257077249721442
-1.0794041948054174,1.0585799562703837
-1.049357735684745,0.9056428896582221
-1.0186081888646183,0.7657290173728418
-0.987139103179374,0.6376643813325764
-0.954933641097037,0.5203282385881487
-0.9219745709199976,0.4130997459227642
-0.8882442583857457,0.3153435469024549
-0.8537246570677064,0.22607274269995323
-0.8183972963762861,0.14462133786463602
-0.7822432755593963,0.07032172436663996
-0.7452432511035524,0.0025030690159694117
-0.707377425934814,-0.05947966009985266
-0.6686255404195701,-0.1162069917036368
-0.6289668603655865,-0.16817237520830877
-0.5883801674228397,-0.21578701845840603
-0.5468437464846184,-0.2593605367728238
-0.5043353724886738,-0.2992509228630022
-0.46083230321784463,-0.3357855304246702
-0.41631126130163,-0.36921914706391346
-0.37074842761676274,-0.3998130107054304
-0.3241194232887786,-0.42779610767849613
-0.27639930069280194,-0.45335872239716973
-0.22756252725495713,-0.4766992021752513
-0.17758297285346736,-0.4980207320649693
-0.12643389721975273,-0.5174894077842284
-0.07408793253994844,-0.5352680998910372
-0.02051707325579226,-0.5514971028262536
0.03430734493354404,-0.5663131633557468
0.09041465407066841,-0.5798401276067444
0.1478348743381934,-0.5921936175496588
0.2065987278575302,-0.6034778058386631
0.2667376554874245,-0.6137867058748938
0.32828383362249336,-0.6232062681609268
0.3912701927916025,-0.6318151865899253
0.4557304326565578,-0.6396795769331559
0.5216990424103293,-0.6468560407411588
0.5892113169756362,-0.6534113388168021
0.6583033792030132,-0.6593970737129994
0.7290121954694497,-0.6648603327595638
0.8013755984764026,-0.6698485258021101
0.8754323046482787,-0.6744024511089133
0.951221938130343,-0.6785593592734956
1.0287850487871495,-0.6823535982448118
1.1081631362004478,-0.6858169358444658
1.189398671267302,-0.688978559766947
1.2725351171982577,-0.6918649163201956
1.3576169565149898,-0.6944992266536717
1.4446897102486276,-0.6969034218519797
1.5337999667372448,-0.6990978204204842
1.624995403823924,-0.7011008057690366
1.7183248134546112,-0.7029288262110314
1.8138381316755008,-0.704597201254206
1.9115864608311013,-0.7061194120661153
2.011622101361462,-0.7075084721653999
2.113998575800079,-0.7087761856360343
-1.3257501569480958,3.265870734868184
-1.3006170268489916,2.916127519339183
-1.2748957816310358,2.597041599433975
-1.2485726592466013,2.3059094910222524
-1.2216335758932941,2.0402948528127944
-1.1940641178575835,1.7979590290323282
-1.1658495344834459,1.5768717351672437
-1.136974730015997,1.3751629722822711
-1.1074242550232358,1.1911497415311538
-1.0771822988021866,1.0232826152134975
-1.0462326809412696,0.8701564227510679
-1.014558842038917,0.7304942221534133
-0.9821438352659455,0.6030992140237668
-0.9489703173654244,0.4869028276313394
-0.9150205390900336,0.38092197786627185
-0.8802763360613026,0.2842590653960236
-0.8447191186444611,0.19610197619620603
-0.8083298623857975,0.11569736797824345
-0.7710890974656271,0.04236669841097098
-0.7329768987137695,-0.02450446085566235
-0.6939728743593817,-0.08549313799751594
-0.6540561560464356,-0.14110690410389512
-0.6132053863179073,-0.19182341040625206
