Wavelength,Eddington_Flux
-0.5713987087718816,-0.23807115361468478
-0.5286137548426045,-0.28024176503699116
-0.484827632972201,-0.3186953530585531
-0.44001691595423503,-0.35375943461508225
-0.39415762813664473,-0.3857316065498536
-0.3472252329059342,-0.4148838201918911
-0.29919461974948014,-0.4414645183322822
-0.25004009019282386,-0.4656997035168497
-0.19973534458072478,-0.4877961444098599
-0.14825346801445438,-0.5079424435393329
-0.09556691544532211,-0.5263095723035172
-0.041647497611970535,-0.5430551450017138
0.01353363456923471,-0.5583212814669894
0.07000600533255284,-0.5722388814879725
0.12779982953185118,-0.5849260223698469
0.18694602923459744,-0.5964922324960085
0.24747625003460405,-0.60703582028361
0.30942287792727674,-0.6166470801562968
0.37281905688800004,-0.6254088262213756
0.43769870645052333,-0.6333958585144518
0.5040965399884808,-0.6406765655166304
0.5720480825750321,-0.6473129243109048
0.6415896913737881,-0.6533621034903311
0.7127585739203339,-0.6588764630798326
0.7855928082318989,-0.6639025925097968
0.8601313636201667,-0.6684839295048277
0.93641412122283,-0.6726584079944802
1.0144818952382781,-0.6764643900229612
1.0943764552853046,-0.6799333447930946
1.1761405480596794,-0.6830951922409281
1.2598179205376139,-0.6859770207248328
1.3454533434604876,-0.6886029800554869
1.4330926353820759,-0.6909966854280659
1.522782686715786,-0.693178386391928
1.6145714853287811,-0.6951667829168771
1.708508141714231,-0.6969790789563665
1.8046429159917114,-0.6986306619284188
1.9030272437825886,-0.7001361179142621
2.003713765038569,-0.7015081093332878
2.100251283188728,-0.7026837509520789
